row_id,next_5min_arrivals,next_10min_arrivals,next_15min_pressure_score,congestion_risk_binary,congestion_risk_multiclass,best_alternate_gate,expected_wait_reduction_minutes,reroute_confidence
bsu_2027_031_A_-137,224,459,8.73,0,low,C,0.0,0.562
bsu_2027_031_A_-136,229,464,8.73,0,low,C,0.0,0.562
bsu_2027_031_A_-135,235,469,8.81,0,low,C,0.0,0.563
bsu_2027_031_A_-134,231,465,8.81,0,low,C,0.0,0.563
bsu_2027_031_A_-133,236,466,8.81,0,low,C,0.0,0.563
bsu_2027_031_A_-132,235,467,9.0,0,low,C,0.0,0.564
bsu_2027_031_A_-131,235,466,9.08,0,low,C,0.0,0.565
bsu_2027_031_A_-130,234,467,9.08,0,low,C,0.0,0.565
bsu_2027_031_A_-129,234,469,9.43,0,low,C,0.0,0.567
bsu_2027_031_A_-128,230,470,9.43,0,low,C,0.0,0.567
bsu_2027_031_A_-127,232,477,9.43,0,low,C,0.0,0.567
bsu_2027_031_A_-126,231,483,9.43,0,low,C,0.0,0.567
bsu_2027_031_A_-125,233,488,9.87,0,low,C,0.0,0.571
bsu_2027_031_A_-124,235,498,9.87,0,low,C,0.0,0.571
bsu_2027_031_A_-123,240,508,9.87,0,low,C,0.0,0.571
bsu_2027_031_A_-122,245,518,9.87,0,low,C,0.0,0.571
bsu_2027_031_A_-121,252,529,9.87,0,low,C,0.0,0.571
bsu_2027_031_A_-120,255,541,9.87,0,low,C,0.0,0.571
bsu_2027_031_A_-119,263,552,9.87,0,low,C,0.0,0.571
bsu_2027_031_A_-118,268,561,9.92,0,low,C,0.0,0.571
bsu_2027_031_A_-117,273,567,10.08,0,low,C,0.0,0.572
bsu_2027_031_A_-116,277,571,10.08,0,low,C,0.0,0.572
bsu_2027_031_A_-115,286,577,10.33,0,low,C,0.0,0.574
bsu_2027_031_A_-114,289,579,10.33,0,low,C,0.0,0.574
bsu_2027_031_A_-113,293,589,10.33,0,low,C,0.0,0.574
bsu_2027_031_A_-112,294,597,10.33,0,low,C,0.0,0.574
bsu_2027_031_A_-111,294,600,10.75,0,low,C,0.0,0.577
bsu_2027_031_A_-110,291,606,10.75,0,low,C,0.0,0.577
bsu_2027_031_A_-109,290,610,10.75,0,low,C,0.0,0.577
bsu_2027_031_A_-108,296,619,10.75,0,low,C,0.0,0.577
bsu_2027_031_A_-107,303,627,10.75,0,low,C,0.0,0.577
bsu_2027_031_A_-106,306,643,11.06,0,low,C,0.0,0.579
bsu_2027_031_A_-105,315,654,11.15,0,low,C,0.0,0.58
bsu_2027_031_A_-104,320,662,11.15,0,low,C,0.0,0.58
bsu_2027_031_A_-103,323,672,11.15,0,low,C,0.0,0.58
bsu_2027_031_A_-102,324,679,11.15,0,low,C,0.0,0.58
bsu_2027_031_A_-101,337,696,11.15,0,low,C,0.0,0.58
bsu_2027_031_A_-100,339,706,11.15,0,low,C,0.0,0.58
bsu_2027_031_A_-099,342,714,11.15,0,low,C,0.0,0.58
bsu_2027_031_A_-098,349,720,11.15,0,low,C,0.0,0.58
bsu_2027_031_A_-097,355,725,11.29,0,low,C,0.0,0.581
bsu_2027_031_A_-096,359,728,11.29,0,low,C,0.0,0.581
bsu_2027_031_A_-095,367,724,11.29,0,low,C,0.0,0.581
bsu_2027_031_A_-094,372,731,11.29,0,low,C,0.0,0.581
bsu_2027_031_A_-093,371,731,11.29,0,low,C,0.0,0.581
bsu_2027_031_A_-092,370,739,11.29,0,low,C,0.0,0.581
bsu_2027_031_A_-091,369,736,11.29,0,low,C,0.0,0.581
bsu_2027_031_A_-090,357,730,11.29,0,low,C,0.0,0.581
bsu_2027_031_A_-089,359,735,11.29,0,low,C,0.0,0.581
bsu_2027_031_A_-088,360,731,11.29,0,low,C,0.0,0.581
bsu_2027_031_A_-087,369,728,11.29,0,low,C,0.0,0.581
bsu_2027_031_A_-086,367,730,11.29,0,low,C,0.0,0.581
bsu_2027_031_A_-085,373,739,11.29,0,low,C,0.0,0.581
bsu_2027_031_A_-084,376,736,11.56,0,low,C,0.0,0.583
bsu_2027_031_A_-083,371,739,11.56,0,low,C,0.0,0.583
bsu_2027_031_A_-082,359,737,11.56,0,low,C,0.0,0.583
bsu_2027_031_A_-081,363,734,11.56,0,low,C,0.0,0.583
bsu_2027_031_A_-080,366,738,11.92,0,low,C,0.0,0.585
bsu_2027_031_A_-079,360,743,11.92,0,low,C,0.0,0.585
bsu_2027_031_A_-078,368,752,11.94,0,low,C,0.0,0.585
bsu_2027_031_A_-077,378,758,12.17,0,low,C,0.0,0.587
bsu_2027_031_A_-076,371,759,12.5,0,low,C,0.0,0.589
bsu_2027_031_A_-075,372,770,12.97,0,low,C,0.0,0.593
bsu_2027_031_A_-074,383,784,12.99,0,low,C,0.0,0.593
bsu_2027_031_A_-073,384,794,13.2,0,low,C,0.0,0.594
bsu_2027_031_A_-072,380,805,14.27,0,low,C,0.0,0.602
bsu_2027_031_A_-071,388,827,14.8,0,low,C,0.0,0.606
bsu_2027_031_A_-070,398,850,14.8,0,low,C,0.0,0.606
bsu_2027_031_A_-069,401,868,14.8,0,low,C,0.0,0.606
bsu_2027_031_A_-068,410,894,15.55,0,low,C,0.0,0.611
bsu_2027_031_A_-067,425,938,16.53,0,low,C,0.0,0.618
bsu_2027_031_A_-066,439,986,16.53,0,low,C,0.0,0.618
bsu_2027_031_A_-065,452,1023,16.53,0,low,C,0.0,0.618
bsu_2027_031_A_-064,467,1059,17.56,0,low,C,0.0,0.625
bsu_2027_031_A_-063,484,1113,17.56,0,low,C,0.0,0.625
bsu_2027_031_A_-062,513,1187,17.73,0,low,C,0.0,0.627
bsu_2027_031_A_-061,547,1242,17.73,0,low,C,0.0,0.627
bsu_2027_031_A_-060,571,1299,17.97,0,low,C,0.0,0.628
bsu_2027_031_A_-059,592,1383,20.32,0,low,C,0.0,0.645
bsu_2027_031_A_-058,629,1466,20.32,0,low,C,0.0,0.645
bsu_2027_031_A_-057,674,1549,20.32,0,low,C,0.0,0.645
bsu_2027_031_A_-056,695,1623,20.32,0,low,C,0.0,0.645
bsu_2027_031_A_-055,728,1709,20.33,0,low,C,0.0,0.645
bsu_2027_031_A_-054,791,1840,20.76,0,low,C,0.0,0.648
bsu_2027_031_A_-053,837,1933,22.39,0,low,C,0.0,0.66
bsu_2027_031_A_-052,875,1987,22.39,0,low,C,0.0,0.66
bsu_2027_031_A_-051,928,2096,22.39,0,low,C,0.0,0.66
bsu_2027_031_A_-050,981,2200,22.39,0,low,C,0.0,0.66
bsu_2027_031_A_-049,1049,2304,22.39,0,low,C,0.0,0.66
bsu_2027_031_A_-048,1096,2455,22.39,0,low,C,0.0,0.66
bsu_2027_031_A_-047,1112,2577,22.39,0,low,C,0.0,0.66
bsu_2027_031_A_-046,1168,2707,22.39,0,low,C,0.0,0.66
bsu_2027_031_A_-045,1219,2787,22.39,0,low,C,0.0,0.66
bsu_2027_031_A_-044,1255,2821,22.39,0,low,C,0.0,0.66
bsu_2027_031_A_-043,1359,2960,22.39,0,low,C,0.0,0.66
bsu_2027_031_A_-042,1465,3100,22.39,0,low,C,0.0,0.66
bsu_2027_031_A_-041,1539,3201,22.39,0,low,C,0.0,0.66
bsu_2027_031_A_-040,1568,3290,22.39,0,low,C,0.0,0.66
bsu_2027_031_A_-039,1566,3333,22.39,0,low,C,0.0,0.66
bsu_2027_031_A_-038,1601,3312,22.38,0,low,C,0.01,0.66
bsu_2027_031_A_-037,1635,3352,22.28,0,low,C,0.01,0.659
bsu_2027_031_A_-036,1662,3360,22.01,0,low,C,0.02,0.657
bsu_2027_031_A_-035,1722,3475,22.01,0,low,C,0.02,0.657
bsu_2027_031_A_-034,1767,3490,22.01,0,low,C,0.02,0.657
bsu_2027_031_A_-033,1711,3445,21.91,0,low,C,0.03,0.656
bsu_2027_031_A_-032,1717,3482,21.91,0,low,C,0.04,0.656
bsu_2027_031_A_-031,1698,3462,21.91,0,low,C,0.05,0.656
bsu_2027_031_A_-030,1753,3441,21.91,0,low,C,0.07,0.656
bsu_2027_031_A_-029,1723,3401,21.45,0,low,C,0.07,0.653
bsu_2027_031_A_-028,1734,3406,21.45,0,low,C,0.08,0.653
bsu_2027_031_A_-027,1765,3381,21.36,0,low,C,0.09,0.653
bsu_2027_031_A_-026,1764,3359,21.36,0,low,C,0.1,0.653
bsu_2027_031_A_-025,1688,3293,21.36,0,low,C,0.12,0.653
bsu_2027_031_A_-024,1678,3318,21.17,0,low,C,0.12,0.651
bsu_2027_031_A_-023,1672,3267,21.17,0,low,C,0.14,0.651
bsu_2027_031_A_-022,1616,3166,21.17,0,low,C,0.15,0.651
bsu_2027_031_A_-021,1595,3119,20.88,0,low,C,0.16,0.649
bsu_2027_031_A_-020,1605,3048,20.79,0,low,C,0.17,0.648
bsu_2027_031_A_-019,1640,3005,20.79,0,low,C,0.17,0.648
bsu_2027_031_A_-018,1595,2921,20.79,0,low,C,0.21,0.648
bsu_2027_031_A_-017,1550,2778,20.69,0,low,C,0.23,0.648
bsu_2027_031_A_-016,1524,2681,20.68,0,low,C,0.24,0.648
bsu_2027_031_A_-015,1443,2586,20.68,0,low,C,0.25,0.648
bsu_2027_031_A_-014,1365,2467,20.49,0,low,C,0.27,0.646
bsu_2027_031_A_-013,1326,2383,20.49,0,low,C,0.26,0.646
bsu_2027_031_A_-012,1228,2263,20.49,0,low,C,0.28,0.646
bsu_2027_031_A_-011,1157,2120,20.49,0,low,C,0.28,0.646
bsu_2027_031_A_-010,1143,2007,20.39,0,low,C,0.28,0.646
bsu_2027_031_A_-009,1102,1869,20.39,0,low,C,0.29,0.646
bsu_2027_031_A_-008,1057,1728,20.39,0,low,C,0.29,0.646
bsu_2027_031_A_-007,1035,1609,20.39,0,low,C,0.29,0.646
bsu_2027_031_A_-006,963,1466,20.3,0,low,C,0.29,0.645
bsu_2027_031_A_-005,864,1288,20.3,0,low,C,0.29,0.645
bsu_2027_031_A_-004,767,1134,20.3,0,low,C,0.29,0.645
bsu_2027_031_A_-003,671,990,20.3,0,low,C,0.29,0.645
bsu_2027_031_A_-002,574,859,20.2,0,low,C,0.28,0.644
bsu_2027_031_A_-001,503,745,20.2,0,low,C,0.28,0.644
bsu_2027_031_A_+000,424,625,20.2,0,low,C,0.27,0.644
bsu_2027_031_A_+001,367,537,20.2,0,low,C,0.26,0.644
bsu_2027_031_A_+002,319,457,20.2,0,low,C,0.25,0.644
bsu_2027_031_A_+003,285,395,20.1,0,low,C,0.23,0.644
bsu_2027_031_A_+004,242,330,20.1,0,low,C,0.22,0.644
bsu_2027_031_A_+005,201,275,20.1,0,low,D,0.2,0.644
bsu_2027_031_A_+006,170,230,20.1,0,low,D,0.16,0.644
bsu_2027_031_A_+007,138,188,20.1,0,low,D,0.14,0.644
bsu_2027_031_A_+008,110,152,20.1,0,low,D,0.13,0.644
bsu_2027_031_A_+009,88,122,20.1,0,low,D,0.11,0.644
bsu_2027_031_A_+010,74,101,20.1,0,low,D,0.09,0.644
bsu_2027_031_A_+011,60,81,15.93,0,low,D,0.07,0.614
bsu_2027_031_A_+012,50,67,11.56,0,low,D,0.03,0.583
bsu_2027_031_A_+013,42,54,5.16,0,low,D,0.01,0.537
bsu_2027_031_A_+014,34,43,4.97,0,low,D,0.0,0.535
bsu_2027_031_A_+015,27,34,4.78,0,low,D,0.0,0.534
bsu_2027_031_A_+016,21,27,4.59,0,low,D,0.0,0.533
bsu_2027_031_A_+017,17,22,4.59,0,low,D,0.0,0.533
bsu_2027_031_A_+018,12,16,4.4,0,low,D,0.0,0.531
bsu_2027_031_A_+019,9,12,4.3,0,low,D,0.0,0.531
bsu_2027_031_A_+020,7,9,4.2,0,low,D,0.0,0.53
bsu_2027_031_A_+021,6,7,4.2,0,low,D,0.0,0.53
bsu_2027_031_A_+022,5,5,4.1,0,low,D,0.0,0.529
bsu_2027_031_A_+023,4,4,4.1,0,low,D,0.0,0.529
bsu_2027_031_A_+024,3,3,4.1,0,low,D,0.0,0.529
bsu_2027_031_A_+025,2,2,4.1,0,low,D,0.0,0.529
bsu_2027_031_A_+026,1,1,4.1,0,low,D,0.0,0.529
bsu_2027_031_A_+027,0,0,4.0,0,low,D,0.0,0.529
bsu_2027_031_A_+028,0,0,4.0,0,low,D,0.0,0.529
bsu_2027_031_A_+029,0,0,4.0,0,low,D,0.0,0.529
bsu_2027_031_A_+030,0,0,4.0,0,low,D,0.0,0.529
bsu_2027_031_B_-180,22,59,4.92,0,low,B,0.0,0.455
bsu_2027_031_B_-179,24,64,5.28,0,low,B,0.0,0.458
bsu_2027_031_B_-178,27,72,5.28,0,low,B,0.0,0.458
bsu_2027_031_B_-177,29,79,5.28,0,low,B,0.0,0.458
bsu_2027_031_B_-176,34,86,5.82,0,low,B,0.0,0.462
bsu_2027_031_B_-175,37,92,6.16,0,low,B,0.0,0.464
bsu_2027_031_B_-174,40,101,6.16,0,low,B,0.0,0.464
bsu_2027_031_B_-173,45,107,6.33,0,low,B,0.0,0.465
bsu_2027_031_B_-172,50,114,6.33,0,low,B,0.0,0.465
bsu_2027_031_B_-171,52,121,6.49,0,low,B,0.0,0.466
bsu_2027_031_B_-170,55,131,6.49,0,low,B,0.0,0.466
bsu_2027_031_B_-169,61,140,6.49,0,low,B,0.0,0.466
bsu_2027_031_B_-168,62,149,6.49,0,low,B,0.0,0.466
bsu_2027_031_B_-167,64,157,6.66,0,low,B,0.0,0.468
bsu_2027_031_B_-166,69,167,6.66,0,low,B,0.0,0.468
bsu_2027_031_B_-165,76,175,6.66,0,low,B,0.0,0.468
bsu_2027_031_B_-164,79,183,7.14,0,low,B,0.0,0.471
bsu_2027_031_B_-163,87,191,7.14,0,low,B,0.0,0.471
bsu_2027_031_B_-162,93,201,7.14,0,low,B,0.0,0.471
bsu_2027_031_B_-161,98,206,7.14,0,low,B,0.0,0.471
bsu_2027_031_B_-160,99,208,7.14,0,low,B,0.0,0.471
bsu_2027_031_B_-159,104,218,7.48,0,low,B,0.0,0.473
bsu_2027_031_B_-158,104,218,7.48,0,low,B,0.0,0.473
bsu_2027_031_B_-157,108,225,7.48,0,low,B,0.0,0.473
bsu_2027_031_B_-156,108,230,7.48,0,low,B,0.0,0.473
bsu_2027_031_B_-155,109,236,7.48,0,low,B,0.0,0.473
bsu_2027_031_B_-154,114,244,7.48,0,low,B,0.0,0.473
bsu_2027_031_B_-153,114,250,7.58,0,low,B,0.0,0.474
bsu_2027_031_B_-152,117,256,7.58,0,low,B,0.0,0.474
bsu_2027_031_B_-151,122,260,7.97,0,low,B,0.0,0.477
bsu_2027_031_B_-150,127,268,7.97,0,low,B,0.0,0.477
bsu_2027_031_B_-149,130,271,7.97,0,low,B,0.0,0.477
bsu_2027_031_B_-148,136,280,7.98,0,low,B,0.0,0.477
bsu_2027_031_B_-147,139,284,7.98,0,low,B,0.0,0.477
bsu_2027_031_B_-146,138,291,7.98,0,low,B,0.0,0.477
bsu_2027_031_B_-145,141,293,7.98,0,low,B,0.0,0.477
bsu_2027_031_B_-144,141,292,8.27,0,low,B,0.0,0.479
bsu_2027_031_B_-143,144,299,8.44,0,low,B,0.0,0.48
bsu_2027_031_B_-142,145,303,8.44,0,low,B,0.0,0.48
bsu_2027_031_B_-141,153,309,8.44,0,low,B,0.0,0.48
bsu_2027_031_B_-140,152,313,8.44,0,low,B,0.0,0.48
bsu_2027_031_B_-139,151,318,8.79,0,low,B,0.0,0.483
bsu_2027_031_B_-138,155,325,8.79,0,low,B,0.0,0.483
bsu_2027_031_B_-137,158,327,8.94,0,low,B,0.0,0.484
bsu_2027_031_B_-136,156,329,8.94,0,low,B,0.0,0.484
bsu_2027_031_B_-135,161,337,8.94,0,low,B,0.0,0.484
bsu_2027_031_B_-134,167,348,8.94,0,low,B,0.0,0.484
bsu_2027_031_B_-133,170,352,9.2,0,low,B,0.0,0.486
bsu_2027_031_B_-132,169,359,9.35,0,low,B,0.0,0.487
bsu_2027_031_B_-131,173,364,9.35,0,low,B,0.0,0.487
bsu_2027_031_B_-130,176,371,9.51,0,low,B,0.0,0.488
bsu_2027_031_B_-129,181,377,9.55,0,low,B,0.0,0.488
bsu_2027_031_B_-128,182,383,10.53,0,low,B,0.0,0.495
bsu_2027_031_B_-127,190,395,10.53,0,low,B,0.0,0.495
bsu_2027_031_B_-126,191,403,10.53,0,low,B,0.0,0.495
bsu_2027_031_B_-125,195,413,10.53,0,low,B,0.0,0.495
bsu_2027_031_B_-124,196,420,10.53,0,low,B,0.0,0.495
bsu_2027_031_B_-123,201,435,10.57,0,low,B,0.0,0.495
bsu_2027_031_B_-122,205,439,10.57,0,low,B,0.0,0.495
bsu_2027_031_B_-121,212,443,10.76,0,low,B,0.0,0.497
bsu_2027_031_B_-120,218,453,10.98,0,low,B,0.0,0.498
bsu_2027_031_B_-119,224,461,11.63,0,low,B,0.0,0.503
bsu_2027_031_B_-118,234,471,11.63,0,low,B,0.0,0.503
bsu_2027_031_B_-117,234,478,12.51,0,low,B,0.0,0.509
bsu_2027_031_B_-116,231,488,12.51,0,low,B,0.0,0.509
bsu_2027_031_B_-115,235,498,12.51,0,low,B,0.0,0.509
bsu_2027_031_B_-114,237,511,12.51,0,low,B,0.0,0.509
bsu_2027_031_B_-113,237,514,12.51,0,low,B,0.0,0.509
bsu_2027_031_B_-112,244,535,12.9,0,low,B,0.0,0.512
bsu_2027_031_B_-111,257,546,12.9,0,low,B,0.0,0.512
bsu_2027_031_B_-110,263,554,12.9,0,low,B,0.0,0.512
bsu_2027_031_B_-109,274,564,12.9,0,low,B,0.0,0.512
bsu_2027_031_B_-108,277,568,12.9,0,low,B,0.0,0.512
bsu_2027_031_B_-107,291,584,12.9,0,low,B,0.0,0.512
bsu_2027_031_B_-106,289,593,12.9,0,low,B,0.0,0.512
bsu_2027_031_B_-105,291,597,13.16,0,low,B,0.0,0.514
bsu_2027_031_B_-104,290,598,13.16,0,low,B,0.0,0.514
bsu_2027_031_B_-103,291,601,13.16,0,low,B,0.0,0.514
bsu_2027_031_B_-102,293,595,13.16,0,low,B,0.0,0.514
bsu_2027_031_B_-101,304,605,13.16,0,low,B,0.0,0.514
bsu_2027_031_B_-100,306,614,13.16,0,low,B,0.0,0.514
bsu_2027_031_B_-099,308,619,13.16,0,low,B,0.0,0.514
bsu_2027_031_B_-098,310,623,13.16,0,low,B,0.0,0.514
bsu_2027_031_B_-097,302,622,13.16,0,low,B,0.0,0.514
bsu_2027_031_B_-096,301,621,13.16,0,low,B,0.0,0.514
bsu_2027_031_B_-095,308,622,13.16,0,low,B,0.0,0.514
bsu_2027_031_B_-094,311,620,13.16,0,low,B,0.0,0.514
bsu_2027_031_B_-093,313,625,13.16,0,low,B,0.0,0.514
bsu_2027_031_B_-092,320,624,13.16,0,low,B,0.0,0.514
bsu_2027_031_B_-091,320,621,13.16,0,low,B,0.0,0.514
bsu_2027_031_B_-090,314,609,12.97,0,low,B,0.0,0.513
bsu_2027_031_B_-089,309,603,12.97,0,low,B,0.0,0.513
bsu_2027_031_B_-088,312,598,12.97,0,low,B,0.0,0.513
bsu_2027_031_B_-087,304,579,12.85,0,low,B,0.0,0.512
bsu_2027_031_B_-086,301,570,12.85,0,low,B,0.0,0.512
bsu_2027_031_B_-085,295,563,12.85,0,low,B,0.0,0.512
bsu_2027_031_B_-084,294,552,12.85,0,low,B,0.0,0.512
bsu_2027_031_B_-083,286,544,12.22,0,low,B,0.0,0.507
bsu_2027_031_B_-082,275,533,12.22,0,low,B,0.0,0.507
bsu_2027_031_B_-081,269,526,12.09,0,low,B,0.0,0.506
bsu_2027_031_B_-080,268,518,12.09,0,low,B,0.0,0.506
bsu_2027_031_B_-079,258,509,11.87,0,low,B,0.0,0.505
bsu_2027_031_B_-078,258,503,11.87,0,low,B,0.0,0.505
bsu_2027_031_B_-077,258,502,11.87,0,low,B,0.0,0.505
bsu_2027_031_B_-076,257,497,11.87,0,low,B,0.0,0.505
bsu_2027_031_B_-075,250,489,11.87,0,low,B,0.0,0.505
bsu_2027_031_B_-074,251,483,11.87,0,low,B,0.0,0.505
bsu_2027_031_B_-073,245,472,11.21,0,low,B,0.0,0.5
bsu_2027_031_B_-072,244,466,11.21,0,low,B,0.0,0.5
bsu_2027_031_B_-071,240,457,10.97,0,low,B,0.0,0.498
bsu_2027_031_B_-070,239,446,10.97,0,low,B,0.0,0.498
bsu_2027_031_B_-069,232,437,10.97,0,low,B,0.0,0.498
bsu_2027_031_B_-068,227,423,10.62,0,low,B,0.0,0.496
bsu_2027_031_B_-067,222,415,10.62,0,low,B,0.0,0.496
bsu_2027_031_B_-066,217,400,10.24,0,low,B,0.0,0.493
bsu_2027_031_B_-065,207,388,10.16,0,low,B,0.0,0.493
bsu_2027_031_B_-064,205,378,10.16,0,low,B,0.0,0.493
bsu_2027_031_B_-063,196,365,9.85,0,low,B,0.0,0.49
bsu_2027_031_B_-062,193,353,9.85,0,low,B,0.0,0.49
bsu_2027_031_B_-061,183,338,9.27,0,low,B,0.0,0.486
bsu_2027_031_B_-060,181,330,9.27,0,low,B,0.0,0.486
bsu_2027_031_B_-059,173,317,8.91,0,low,B,0.0,0.484
bsu_2027_031_B_-058,169,306,8.91,0,low,B,0.0,0.484
bsu_2027_031_B_-057,160,295,8.27,0,low,B,0.0,0.479
bsu_2027_031_B_-056,155,288,8.27,0,low,B,0.0,0.479
bsu_2027_031_B_-055,149,279,7.91,0,low,B,0.0,0.476
bsu_2027_031_B_-054,144,269,7.91,0,low,B,0.0,0.476
bsu_2027_031_B_-053,137,259,7.33,0,low,B,0.0,0.472
bsu_2027_031_B_-052,135,253,7.16,0,low,B,0.0,0.471
bsu_2027_031_B_-051,133,247,7.16,0,low,B,0.0,0.471
bsu_2027_031_B_-050,130,241,6.99,0,low,B,0.0,0.47
bsu_2027_031_B_-049,125,237,6.95,0,low,B,0.0,0.47
bsu_2027_031_B_-048,122,232,6.95,0,low,B,0.0,0.47
bsu_2027_031_B_-047,118,225,6.81,0,low,B,0.0,0.469
bsu_2027_031_B_-046,114,215,6.45,0,low,B,0.0,0.466
bsu_2027_031_B_-045,111,211,6.08,0,low,B,0.0,0.463
bsu_2027_031_B_-044,112,208,6.08,0,low,B,0.0,0.463
bsu_2027_031_B_-043,110,204,6.08,0,low,B,0.0,0.463
bsu_2027_031_B_-042,107,199,6.08,0,low,B,0.0,0.463
bsu_2027_031_B_-041,101,194,6.08,0,low,B,0.0,0.463
bsu_2027_031_B_-040,100,188,6.08,0,low,B,0.0,0.463
bsu_2027_031_B_-039,96,181,5.68,0,low,B,0.0,0.461
bsu_2027_031_B_-038,94,175,5.68,0,low,B,0.0,0.461
bsu_2027_031_B_-037,92,170,5.68,0,low,B,0.0,0.461
bsu_2027_031_B_-036,93,167,5.68,0,low,B,0.0,0.461
bsu_2027_031_B_-035,88,158,5.29,0,low,B,0.0,0.458
bsu_2027_031_B_-034,85,150,5.1,0,low,B,0.0,0.456
bsu_2027_031_B_-033,81,143,5.1,0,low,B,0.0,0.456
bsu_2027_031_B_-032,78,136,5.1,0,low,B,0.0,0.456
bsu_2027_031_B_-031,74,129,4.7,0,low,B,0.0,0.454
bsu_2027_031_B_-030,70,122,4.7,0,low,B,0.0,0.454
bsu_2027_031_B_-029,65,116,4.7,0,low,B,0.0,0.454
bsu_2027_031_B_-028,62,109,4.7,0,low,B,0.0,0.454
bsu_2027_031_B_-027,58,103,4.3,0,low,B,0.0,0.451
bsu_2027_031_B_-026,55,99,4.1,0,low,B,0.0,0.449
bsu_2027_031_B_-025,52,94,3.96,0,low,B,0.0,0.448
bsu_2027_031_B_-024,51,92,3.96,0,low,B,0.0,0.448
bsu_2027_031_B_-023,47,86,3.96,0,low,B,0.0,0.448
bsu_2027_031_B_-022,45,82,3.76,0,low,B,0.0,0.447
bsu_2027_031_B_-021,44,77,3.76,0,low,B,0.0,0.447
bsu_2027_031_B_-020,42,73,3.76,0,low,B,0.0,0.447
bsu_2027_031_B_-019,41,68,3.55,0,low,B,0.0,0.445
bsu_2027_031_B_-018,39,65,3.55,0,low,B,0.0,0.445
bsu_2027_031_B_-017,37,60,3.55,0,low,B,0.0,0.445
bsu_2027_031_B_-016,33,55,3.55,0,low,B,0.0,0.445
bsu_2027_031_B_-015,31,52,3.55,0,low,B,0.0,0.445
bsu_2027_031_B_-014,27,47,3.35,0,low,B,0.0,0.444
bsu_2027_031_B_-013,26,45,3.35,0,low,B,0.0,0.444
bsu_2027_031_B_-012,23,41,3.35,0,low,B,0.0,0.444
bsu_2027_031_B_-011,22,38,3.35,0,low,B,0.0,0.444
bsu_2027_031_B_-010,21,35,3.35,0,low,B,0.0,0.444
bsu_2027_031_B_-009,20,32,3.14,0,low,B,0.0,0.442
bsu_2027_031_B_-008,19,30,3.14,0,low,B,0.0,0.442
bsu_2027_031_B_-007,18,28,3.14,0,low,B,0.0,0.442
bsu_2027_031_B_-006,16,26,3.14,0,low,B,0.0,0.442
bsu_2027_031_B_-005,14,24,3.14,0,low,B,0.0,0.442
bsu_2027_031_B_-004,12,21,3.14,0,low,B,0.0,0.442
bsu_2027_031_B_-003,11,19,3.14,0,low,B,0.0,0.442
bsu_2027_031_B_-002,10,17,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_-001,10,16,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+000,10,15,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+001,9,14,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+002,8,13,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+003,7,12,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+004,6,11,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+005,5,10,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+006,5,10,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+007,5,10,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+008,5,10,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+009,5,9,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+010,5,8,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+011,5,7,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+012,5,6,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+013,5,5,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+014,4,4,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+015,3,3,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+016,2,2,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+017,1,1,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+018,0,0,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+019,0,0,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+020,0,0,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+021,0,0,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+022,0,0,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+023,0,0,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+024,0,0,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+025,0,0,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+026,0,0,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+027,0,0,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+028,0,0,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+029,0,0,3.0,0,low,B,0.0,0.441
bsu_2027_031_B_+030,0,0,3.0,0,low,B,0.0,0.441
bsu_2027_031_C_-180,45,120,5.07,0,low,F,0.0,0.456
bsu_2027_031_C_-179,50,131,5.36,0,low,F,0.0,0.458
bsu_2027_031_C_-178,56,141,5.65,0,low,F,0.0,0.46
bsu_2027_031_C_-177,65,155,5.65,0,low,F,0.0,0.46
